년,월,일,시,SO2,NO2,CO,O3,PM10
2014,9,22,15,0.003,0.011,0.5,0.062,26
2014,9,22,16,0.003,0.011,0.5,0.057,38
2014,9,22,17,0.003,0.014,0.5,0.051,18
2014,9,22,18,0.003,0.023,0.5,0.046,20
2014,9,22,19,0.003,0.04,0.6,0.031,21
2014,9,22,20,0.003,0.056,0.7,0.012,29
2014,9,22,21,0.004,0.056,0.8,0.01,27
2014,9,22,22,0.004,0.061,0.8,0.003,36
2014,9,22,23,0.003,0.03,0.6,0.022,33
2014,9,22,24,0.003,0.028,0.6,0.026,26
2014,9,23,1,0.003,0.017,0.6,0.032,25
2014,9,23,2,0.002,0.015,0.6,0.034,20
2014,9,23,3,0.002,0.013,0.6,0.035,21
2014,9,23,4,0.003,0.014,0.6,0.032,26
2014,9,23,5,0.002,0.032,0.6,0.016,19
2014,9,23,6,0.003,0.022,0.6,0.02,26
2014,9,23,7,0.002,0.026,0.6,0.019,21
2014,9,23,8,0.003,0.025,0.6,0.021,22
2014,9,23,9,0.003,0.029,0.6,0.019,22
2014,9,23,10,0.003,0.028,0.7,0.019,26
2014,9,23,11,0.004,0.024,0.7,0.027,24
2014,9,23,12,0.003,0.014,0.5,0.042,21
2014,9,23,13,0.003,0.018,0.5,0.04,21
2014,9,23,14,0.003,0.016,0.5,0.044,23
2014,9,23,15,0.003,0.014,0.4,0.053,24
2014,9,23,16,0.003,0.017,0.4,0.046,24
2014,9,23,17,0.003,0.02,0.5,0.049,20
2014,9,23,18,0.003,0.027,0.5,0.045,22
2014,9,23,19,0.003,0.051,0.6,0.02,25
2014,9,23,20,0.003,0.049,0.6,0.01,35
2014,9,23,21,0.003,0.047,0.6,0.012,22
2014,9,23,22,0.003,0.048,0.6,0.008,30
2014,9,23,23,0.003,0.047,0.7,0.009,32
2014,9,23,24,0.003,0.033,0.6,0.018,29
2014,9,24,1,0.003,0.041,0.7,0.013,27
2014,9,24,2,0.003,0.034,0.6,0.013,26
2014,9,24,3,0.003,0.018,0.5,0.026,25
2014,9,24,4,0.003,0.015,0.5,0.029,24
2014,9,24,5,0.002,0.013,0.5,0.03,20
2014,9,24,6,0.002,0.015,0.6,0.024,22
2014,9,24,7,0.003,0.024,0.6,0.016,17
2014,9,24,8,0.003,0.028,0.6,0.012,18
2014,9,24,9,0.003,0.022,0.6,0.021,20
2014,9,24,10,0.003,0.024,0.6,0.019,16
2014,9,24,11,0.002,0.018,0.6,0.027,18
2014,9,24,12,0.002,0.026,0.7,0.02,12
2014,9,24,13,0.003,0.016,0.6,0.029,12
2014,9,24,14,0.002,0.01,0.5,0.039,11
2014,9,24,15,0.002,0.012,0.4,0.039,7
2014,9,24,16,0.002,0.014,0.4,0.037,6
2014,9,24,17,0.003,0.013,0.4,0.038,8
2014,9,24,18,0.003,0.015,0.4,0.036,9
2014,9,24,19,0.003,0.021,0.5,0.031,13
2014,9,24,20,0.002,0.029,0.5,0.018,11
2014,9,24,21,0.002,0.039,0.6,0.008,20
2014,9,24,22,0.003,0.029,0.5,0.012,16
2014,9,24,23,0.002,0.036,0.6,0.008,14
2014,9,24,24,0.003,0.042,0.6,0.003,15
2014,9,25,1,0.003,0.04,0.6,0.002,20
2014,9,25,2,0.003,0.035,0.6,0.004,17
2014,9,25,3,0.004,0.031,0.5,0.004,14
2014,9,25,4,0.003,0.024,0.5,0.01,15
2014,9,25,5,0.003,0.015,0.4,0.018,9
2014,9,25,6,0.003,0.018,0.5,0.016,11
2014,9,25,7,0.003,0.025,0.6,0.009,14
2014,9,25,8,0.003,0.024,0.5,0.01,12
2014,9,25,9,0.003,0.026,0.5,0.015,8
2014,9,25,10,0.003,0.027,0.5,0.018,10
2014,9,26,17,0.003,0.025,0.5,0.031,31
2014,9,26,18,0.003,0.025,0.4,0.033,29
2014,9,26,19,0.003,0.033,0.5,0.029,24
2014,9,26,20,0.004,0.041,0.6,0.02,34
2014,9,26,21,0.003,0.044,0.6,0.012,24
2014,9,26,22,0.003,0.05,0.6,0.007,34
2014,9,26,23,0.004,0.05,0.6,0.006,41
2014,9,26,24,0.004,0.05,0.6,0.003,32
2014,9,27,1,0.004,0.047,0.6,0.003,27
2014,9,27,2,0.004,0.045,0.6,0.005,38
2014,9,27,3,0.004,0.045,0.6,0.004,34
2014,9,27,4,0.004,0.038,0.6,0.005,30
2014,9,27,5,0.004,0.039,0.6,0.004,33
2014,9,27,6,0.004,0.037,0.6,0.002,25
2014,9,27,7,0.004,0.035,0.6,0.003,29
2014,9,27,8,0.004,0.034,0.7,0.007,32
2014,9,27,9,0.005,0.034,0.6,0.012,32
2014,9,27,10,0.005,0.029,0.6,0.021,25
2014,9,27,11,0.005,0.026,0.6,0.029,26
2014,9,27,12,0.005,0.023,0.5,0.038,36
2014,9,27,13,0.005,0.016,0.5,0.053,43
2014,9,27,14,0.004,0.017,0.5,0.055,39
2014,9,27,15,0.004,0.017,0.4,0.054,41
2014,9,27,16,0.004,0.018,0.4,0.052,41
2014,9,27,17,0.004,0.021,0.4,0.048,34
2014,9,27,18,0.004,0.023,0.4,0.045,39
2014,9,27,19,0.004,0.025,0.4,0.041,36
2014,9,27,20,0.004,0.028,0.5,0.034,33
2014,9,27,21,0.004,0.026,0.5,0.033,35
2014,9,27,22,0.004,0.021,0.5,0.035,41
2014,9,27,23,0.004,0.023,0.5,0.032,36
2014,9,27,24,0.004,0.017,0.5,0.036,35
2014,9,28,1,0.004,0.028,0.5,0.023,31
2014,9,28,2,0.003,0.031,0.6,0.017,31
2014,9,28,3,0.003,0.036,0.6,0.006,33
2014,9,28,4,0.003,0.034,0.7,0.004,34
2014,9,28,5,0.003,0.027,0.6,0.006,35
2014,9,28,6,0.003,0.024,0.6,0.01,32
2014,9,28,7,0.003,0.023,0.5,0.008,25
2014,9,28,8,0.003,0.027,0.6,0.007,28
2014,9,28,9,0.003,0.028,0.6,0.006,31
2014,9,28,10,0.003,0.029,0.6,0.008,29
2014,9,28,11,0.003,0.027,0.6,0.017,32
2014,9,28,12,0.003,0.027,0.6,0.023,42
2014,9,28,13,0.003,0.023,0.5,0.029,41
2014,9,28,14,0.003,0.019,0.6,0.039,49
2014,9,28,15,0.003,0.019,0.6,0.046,49
2014,9,28,16,0.003,0.025,0.6,0.043,50
2014,9,28,17,0.003,0.032,0.6,0.04,57
2014,9,28,18,0.003,0.044,0.7,0.027,61
2014,9,28,19,0.003,0.045,0.7,0.024,59
2014,9,28,20,0.003,0.047,0.7,0.018,65
2014,9,28,21,0.003,0.049,0.7,0.009,67
2014,9,28,22,0.003,0.047,0.8,0.005,75
2014,9,28,23,0.003,0.039,0.7,0.007,65
2014,9,28,24,0.003,0.039,0.7,0.006,66
2014,9,29,1,0.003,0.033,0.7,0.007,61
2014,9,29,2,0.003,0.024,0.6,0.011,57
2014,9,29,3,0.003,0.012,0.5,0.022,53
2014,9,29,4,0.003,0.011,0.5,0.023,54
2014,9,29,5,0.003,0.013,0.5,0.019,47
2014,9,29,6,0.003,0.013,0.5,0.019,65
2014,9,29,7,0.003,0.013,0.6,0.028,56
2014,9,29,8,0.003,0.026,0.6,0.013,61
2014,9,29,9,0.003,0.036,0.6,0.009,54
2014,9,29,10,0.003,0.042,0.9,0.008,58
2014,9,29,11,0.004,0.042,0.8,0.008,51
2014,9,29,12,0.003,0.037,0.6,0.009,48
2014,9,29,13,0.004,0.039,0.8,0.008,52
2014,9,29,14,0.004,0.038,0.6,0.009,64
2014,9,29,15,0.003,0.031,0.7,0.019,52
2014,9,29,16,0.004,0.028,0.6,0.023,52
2014,9,29,17,0.003,0.034,0.6,0.02,39
2014,9,29,18,0.003,0.045,0.7,0.012,30
2014,9,29,19,0.003,0.056,0.8,0.005,30
2014,9,29,20,0.003,0.058,0.8,0.005,31
2014,9,29,21,0.004,0.056,0.9,0.003,28
2014,9,29,22,0.004,0.053,0.9,0.002,41
2014,9,29,23,0.004,0.054,0.9,0.002,50
2014,9,29,24,0.004,0.049,0.9,0.002,53
2014,9,30,1,0.004,0.042,0.8,0.002,48
2014,9,30,2,0.003,0.038,0.7,0.002,42
2014,9,30,3,0.003,0.035,0.7,0.003,35
2014,9,30,4,0.003,0.026,0.6,0.006,32
2014,9,30,5,0.003,0.015,0.5,0.016,26
2014,9,30,6,0.003,0.013,0.5,0.02,27
2014,9,30,7,0.003,0.021,0.5,0.017,32
2014,9,30,8,0.003,0.023,0.5,0.012,27
2014,9,30,9,0.003,0.014,0.5,0.02,27
2014,9,30,10,0.003,0.013,0.4,0.021,26
2014,9,30,11,0.003,0.009,0.4,0.022,27
2014,9,30,12,0.003,0.009,0.2,0.025,13
2014,9,30,13,0.003,0.008,0.2,0.027,11
2014,9,30,14,0.003,0.009,0.3,0.029,7
2014,9,30,15,0.003,0.009,0.3,0.03,10
2014,9,30,16,0.003,0.01,0.3,0.029,9
2014,9,30,17,0.003,0.013,0.3,0.026,13
2014,9,30,18,0.002,0.014,0.3,0.021,15
2014,9,30,19,0.003,0.018,0.3,0.017,7
2014,9,30,20,0.002,0.017,0.3,0.015,14
2014,9,30,21,0.003,0.014,0.3,0.017,7
2014,9,30,22,0.002,0.013,0.3,0.018,9
2014,9,30,23,0.003,0.013,0.4,0.017,5
2014,9,30,24,0.002,0.01,0.3,0.018,10
2014,10,1,1,0.002,0.008,0.4,0.02,10
2014,10,1,2,0.003,0.007,0.3,0.021,12
2014,10,1,3,0.003,0.005,0.3,0.021,8
2014,10,1,4,0.003,0.006,0.3,0.021,8
2014,10,1,5,0.003,0.006,0.3,0.02,7
2014,10,1,6,0.003,0.007,0.3,0.018,10
2014,10,1,7,0.003,0.013,0.3,0.013,11
2014,10,1,8,0.003,0.019,0.3,0.008,11
2014,10,1,9,0.003,0.018,0.4,0.008,16
2014,10,1,10,0.004,0.019,0.4,0.01,15
2014,10,1,11,0.004,0.017,0.5,0.014,22
2014,10,1,12,0.004,0.018,0.4,0.019,25
2014,10,1,13,0.004,0.017,0.4,0.025,27
2014,10,1,15,0.004,0.021,0.4,0.036,35
2014,10,1,16,0.004,0.02,0.4,0.042,37
2014,10,1,17,0.003,0.032,0.4,0.032,44
2014,10,1,18,0.004,0.04,0.4,0.019,45
2014,10,1,19,0.004,0.048,0.4,0.012,43
2014,10,1,20,0.004,0.03,0.5,0.031,35
2014,10,1,21,0.004,0.034,0.6,0.029,39
2014,10,1,23,0.005,0.039,0.6,0.017,42
2014,10,1,24,0.004,0.047,0.6,0.007,41
2014,10,2,1,0.005,0.048,0.6,0.002,44
2014,10,2,2,0.005,0.045,0.7,0.002,43
2014,10,2,3,0.004,0.039,0.7,0.002,39
2014,10,2,4,0.004,0.034,0.6,0.002,39
2014,10,2,5,0.004,0.028,0.5,0.004,39
2014,10,2,6,0.004,0.022,0.5,0.006,36
2014,10,2,7,0.004,0.027,0.6,0.003,30
2014,10,2,8,0.004,0.027,0.6,0.002,35
2014,10,2,9,0.004,0.029,0.6,0.003,35
2014,10,2,10,0.004,0.033,0.7,0.004,38
2014,10,2,11,0.004,0.029,0.5,0.009,44
2014,10,2,12,0.004,0.036,0.4,0.009,34
2014,10,2,13,0.004,0.032,0.4,0.008,35
2014,10,2,14,0.004,0.033,0.6,0.011,36
2014,10,2,15,0.004,0.029,0.7,0.024,40
2014,10,2,16,0.004,0.039,0.7,0.018,39
2014,10,2,17,0.004,0.052,0.7,0.006,36
2014,10,2,18,0.004,0.045,0.6,0.012,30
2014,10,2,19,0.004,0.04,0.6,0.016,21
2014,10,2,20,0.004,0.041,0.6,0.016,22
2014,10,2,21,0.004,0.046,0.7,0.016,37
2014,10,2,22,0.004,0.047,0.7,0.015,41
2014,10,2,23,0.004,0.027,0.8,0.03,39
2014,10,2,24,0.005,0.016,0.8,0.041,37
2014,10,3,1,0.004,0.016,0.8,0.038,24
2014,10,3,2,0.003,0.013,0.7,0.036,25
2014,10,3,3,0.003,0.009,0.7,0.036,28
2014,10,3,4,0.004,0.008,0.7,0.031,19
2014,10,3,5,0.003,0.007,0.7,0.031,25
2014,10,3,6,0.003,0.009,0.8,0.024,20
2014,10,3,7,0.003,0.013,0.9,0.019,20
2014,10,3,8,0.003,0.016,0.9,0.015,28
2014,10,3,9,0.003,0.014,0.8,0.016,17
2014,10,3,10,0.003,0.015,0.7,0.017,21
2014,10,3,11,0.003,0.013,0.7,0.022,21
2014,10,3,12,0.003,0.017,0.8,0.021,19
2014,10,3,13,0.003,0.012,0.8,0.031,21
2014,10,3,14,0.003,0.015,0.7,0.038,22
2014,10,3,15,0.003,0.016,0.7,0.039,23
2014,10,3,16,0.003,0.017,0.7,0.048,26
2014,10,3,17,0.003,0.021,0.7,0.046,26
2014,10,3,18,0.004,0.022,0.7,0.045,30
2014,10,3,19,0.003,0.02,0.7,0.041,27
2014,10,3,20,0.003,0.04,0.8,0.022,23
2014,10,3,21,0.003,0.051,0.9,0.006,24
2014,10,3,22,0.004,0.052,0.9,0.003,29
2014,10,3,23,0.004,0.046,0.9,0.003,44
2014,10,3,24,0.003,0.042,0.9,0.003,37
2014,10,4,1,0.003,0.039,0.8,0.003,36
2014,10,4,2,0.004,0.036,0.9,0.004,31
2014,10,4,3,0.004,0.026,0.8,0.008,29
2014,10,4,4,0.004,0.018,0.8,0.017,26
2014,10,4,5,0.004,0.02,0.7,0.013,23
2014,10,4,6,0.004,0.015,0.6,0.017,21
2014,10,4,7,0.004,0.014,0.6,0.017,20
2014,10,4,8,0.004,0.017,0.6,0.014,13
2014,10,4,9,0.004,0.018,0.5,0.015,13
2014,10,4,10,0.004,0.011,0.4,0.024,14
2014,10,4,11,0.004,0.009,0.4,0.028,11
2014,10,4,12,0.004,0.008,0.3,0.031,14
2014,10,4,13,0.004,0.008,0.3,0.034,12
2014,10,4,14,0.004,0.008,0.3,0.036,15
2014,10,4,15,0.004,0.007,0.3,0.037,12
2014,10,4,16,0.004,0.009,0.3,0.036,15
2014,10,4,17,0.004,0.012,0.3,0.033,16
2014,10,4,18,0.004,0.015,0.3,0.028,15
2014,10,4,19,0.004,0.016,0.3,0.026,16
2014,10,4,20,0.004,0.017,0.4,0.024,15
2014,10,4,21,0.004,0.016,0.3,0.025,25
2014,10,4,22,0.004,0.015,0.4,0.026,24
2014,10,4,23,0.004,0.014,0.3,0.027,20
2014,10,4,24,0.004,0.012,0.3,0.029,14
2014,10,5,1,0.004,0.009,0.3,0.032,21
2014,10,5,2,0.003,0.006,0.3,0.034,15
2014,10,5,3,0.003,0.005,0.3,0.036,18
2014,10,5,4,0.003,0.005,0.3,0.035,21
2014,10,5,5,0.003,0.004,0.3,0.037,15
2014,10,5,6,0.003,0.005,0.3,0.035,18
2014,10,5,7,0.003,0.017,0.3,0.025,16
2014,10,5,8,0.003,0.028,0.3,0.012,18
2014,10,5,9,0.003,0.017,0.3,0.023,17
2014,10,5,10,0.003,0.01,0.3,0.032,18
2014,10,5,11,0.003,0.006,0.3,0.036,20
2014,10,5,12,0.003,0.005,0.3,0.038,15
2014,10,5,13,0.003,0.005,0.2,0.041,15
2014,10,5,14,0.003,0.005,0.3,0.042,16
2014,10,5,15,0.003,0.006,0.3,0.044,16
2014,10,5,16,0.003,0.007,0.3,0.043,15
2014,10,5,17,0.003,0.01,0.3,0.039,14
2014,10,5,18,0.003,0.014,0.3,0.036,18
2014,10,5,19,0.003,0.013,0.3,0.035,22
2014,10,5,20,0.003,0.014,0.3,0.033,21
2014,10,5,21,0.003,0.013,0.3,0.034,21
2014,10,5,22,0.003,0.012,0.3,0.033,23
2014,10,5,23,0.003,0.013,0.3,0.032,24
2014,10,5,24,0.003,0.01,0.3,0.033,14
2014,10,6,1,0.003,0.009,0.3,0.033,17
2014,10,6,2,0.004,0.014,0.3,0.028,11
2014,10,6,3,0.004,0.009,0.3,0.031,12
2014,10,6,4,0.004,0.012,0.3,0.026,13
2014,10,6,5,0.004,0.015,0.3,0.022,15
2014,10,6,6,0.004,0.02,0.3,0.018,14
2014,10,6,7,0.004,0.027,0.4,0.013,16
2014,10,6,8,0.004,0.033,0.4,0.007,18
2014,10,6,9,0.004,0.031,0.5,0.011,19
2014,10,6,10,0.004,0.027,0.5,0.014,23
2014,10,6,11,0.004,0.016,0.3,0.026,21
2014,10,6,12,0.005,0.013,0.3,0.032,17
2014,10,6,13,0.005,0.011,0.2,0.036,17
2014,10,6,14,0.005,0.01,0.3,0.039,16
2014,10,6,15,0.005,0.016,0.3,0.039,13
2014,10,6,16,0.005,0.012,0.3,0.043,22
2014,10,6,17,0.004,0.014,0.3,0.046,17
2014,10,6,18,0.005,0.016,0.3,0.042,23
2014,10,6,19,0.005,0.032,0.3,0.025,21
2014,10,6,20,0.004,0.025,0.4,0.023,23
2014,10,6,21,0.005,0.037,0.5,0.015,25
2014,10,6,22,0.005,0.046,0.6,0.004,32
2014,10,6,23,0.005,0.047,0.6,0.002,34
2014,10,6,24,0.005,0.043,0.6,0.003,31
2014,10,7,1,0.005,0.037,0.5,0.004,30
2014,10,7,2,0.004,0.032,0.4,0.006,27
2014,10,7,3,0.004,0.02,0.4,0.014,22
2014,10,7,4,0.004,0.014,0.3,0.02,17
2014,10,7,5,0.004,0.018,0.3,0.014,23
2014,10,7,6,0.004,0.024,0.3,0.007,18
2014,10,7,7,0.004,0.025,0.3,0.006,19
2014,10,7,8,0.004,0.025,0.4,0.005,22
2014,10,7,9,0.004,0.024,0.4,0.008,21
2014,10,7,10,0.005,0.024,0.4,0.011,25
2014,10,7,11,0.005,0.028,0.5,0.011,30
2014,10,7,12,0.005,0.034,0.5,0.013,40
2014,10,7,13,0.005,0.03,0.3,0.021,33
2014,10,7,14,0.006,0.033,0.4,0.027,35
2014,10,7,18,0.006,0.022,0.4,0.038,39
2014,10,7,19,0.005,0.036,0.5,0.029,23
2014,10,7,20,0.006,0.045,0.6,0.022,28
2014,10,7,21,0.005,0.027,0.5,0.034,38
2014,10,7,22,0.005,0.037,0.5,0.03,34
2014,10,7,23,0.005,0.057,0.7,0.005,32
2014,10,7,24,0.005,0.051,0.7,0.003,46
2014,10,8,1,0.005,0.05,0.6,0.002,38
2014,10,8,2,0.004,0.046,0.5,0.002,38
2014,10,8,3,0.004,0.042,0.5,0.003,28
2014,10,8,4,0.003,0.037,0.5,0.004,28
2014,10,8,5,0.004,0.035,0.4,0.005,28
2014,10,8,6,0.003,0.028,0.5,0.01,32
2014,10,8,7,0.003,0.031,0.4,0.009,22
2014,10,8,8,0.004,0.032,0.5,0.006,33
2014,10,8,9,0.004,0.031,0.5,0.009,26
2014,10,8,10,0.004,0.03,0.5,0.013,29
2014,10,8,11,0.004,0.032,0.5,0.019,36
2014,10,8,12,0.004,0.037,0.7,0.018,49
2014,10,8,15,0.003,0.017,0.5,0.046,40
2014,10,8,16,0.003,0.014,0.4,0.052,27
2014,10,8,17,0.003,0.02,0.4,0.05,29
2014,10,8,18,0.003,0.038,0.5,0.04,34
2014,10,8,19,0.004,0.079,0.7,0.004,41
2014,10,8,20,0.005,0.079,0.9,0.003,37
2014,10,8,21,0.004,0.069,0.8,0.003,46
2014,10,8,22,0.004,0.064,0.8,0.003,53
2014,10,8,23,0.004,0.061,0.8,0.002,52
2014,10,8,24,0.003,0.057,0.7,0.002,48
2014,10,9,1,0.003,0.053,0.8,0.002,48
2014,10,9,2,0.004,0.046,0.7,0.005,44
2014,10,9,3,0.003,0.038,0.5,0.01,44
2014,10,9,4,0.003,0.036,0.5,0.007,35
2014,10,9,5,0.003,0.025,0.4,0.013,36
2014,10,9,6,0.003,0.023,0.4,0.016,28
2014,10,9,7,0.004,0.031,0.4,0.008,29
2014,10,9,8,0.004,0.029,0.4,0.01,28
2014,10,9,9,0.004,0.026,0.4,0.014,32
2014,10,9,10,0.004,0.032,0.5,0.012,38
2014,10,9,11,0.004,0.028,0.4,0.022,42
2014,10,9,12,0.004,0.027,0.4,0.034,33
2014,10,9,13,0.004,0.028,0.4,0.039,37
2014,10,9,14,0.004,0.03,0.5,0.05,35
2014,10,9,15,0.004,0.042,0.6,0.049,38
2014,10,9,16,0.004,0.035,0.6,0.06,44
2014,10,9,17,0.004,0.035,0.5,0.067,45
2014,10,9,18,0.004,0.025,0.4,0.059,34
2014,10,9,19,0.004,0.035,0.6,0.042,39
2014,10,9,20,0.004,0.061,0.7,0.028,38
2014,10,9,22,0.005,0.074,0.9,0.003,65
2014,10,9,23,0.005,0.068,0.9,0.003,63
2014,10,9,24,0.005,0.062,0.9,0.003,57
2014,10,10,1,0.004,0.056,1,0.003,63
2014,10,10,2,0.004,0.051,0.8,0.003,54
2014,10,10,3,0.004,0.052,0.7,0.003,45
2014,10,10,4,0.004,0.04,0.6,0.009,53
2014,10,10,5,0.004,0.026,0.5,0.021,42
2014,10,10,6,0.004,0.036,0.5,0.013,43
2014,10,10,7,0.004,0.027,0.4,0.018,51
2014,10,10,8,0.005,0.036,0.5,0.01,50
2014,10,10,9,0.005,0.028,0.5,0.016,45
2014,10,10,10,0.004,0.029,0.4,0.02,39
2014,10,10,11,0.004,0.016,0.4,0.033,60
2014,10,10,12,0.005,0.011,0.3,0.041,53
2014,10,10,13,0.005,0.013,0.4,0.043,47
2014,10,10,14,0.005,0.013,0.4,0.045,46
2014,10,10,15,0.005,0.011,0.5,0.045,36
2014,10,10,16,0.004,0.013,0.5,0.043,32
2014,10,10,17,0.004,0.013,0.5,0.04,38
2014,10,10,18,0.004,0.015,0.5,0.035,28
2014,10,10,19,0.004,0.017,0.5,0.032,26
2014,10,10,20,0.004,0.016,0.5,0.031,25
2014,10,10,21,0.004,0.013,0.5,0.033,25
2014,10,10,22,0.004,0.012,0.5,0.034,27
2014,10,10,23,0.004,0.011,0.4,0.036,24
2014,10,10,24,0.004,0.012,0.5,0.035,23
2014,10,11,1,0.004,0.008,0.5,0.038,26
2014,10,11,2,0.004,0.006,0.4,0.041,24
2014,10,11,3,0.003,0.005,0.3,0.041,33
2014,10,11,4,0.003,0.005,0.4,0.04,27
2014,10,11,5,0.003,0.008,0.3,0.037,31
2014,10,11,6,0.004,0.008,0.4,0.037,33
2014,10,11,7,0.004,0.017,0.4,0.03,30
2014,10,11,8,0.004,0.03,0.4,0.016,34
2014,10,11,9,0.004,0.021,0.3,0.025,31
2014,10,11,10,0.003,0.015,0.4,0.03,28
2014,10,11,11,0.003,0.013,0.3,0.033,30
2014,10,11,12,0.004,0.011,0.3,0.034,37
2014,10,11,13,0.004,0.009,0.3,0.038,26
2014,10,11,14,0.004,0.007,0.3,0.04,30
2014,10,11,15,0.004,0.011,0.3,0.037,29
2014,10,11,16,0.004,0.013,0.3,0.041,30
2014,10,11,17,0.004,0.017,0.3,0.04,34
2014,10,11,18,0.004,0.027,0.4,0.031,30
2014,10,11,19,0.004,0.037,0.5,0.021,35
2014,10,11,20,0.004,0.039,0.5,0.015,41
2014,10,11,21,0.004,0.035,0.5,0.014,29
2014,10,11,22,0.004,0.026,0.4,0.018,37
2014,10,11,23,0.004,0.021,0.4,0.021,27
2014,10,11,24,0.004,0.017,0.4,0.023,25
2014,10,12,1,0.003,0.011,0.4,0.029,25
2014,10,12,2,0.004,0.006,0.4,0.033,22
2014,10,12,3,0.004,0.008,0.4,0.031,23
2014,10,12,4,0.004,0.006,0.4,0.032,20
2014,10,12,5,0.004,0.005,0.4,0.033,25
2014,10,12,6,0.004,0.005,0.4,0.033,23
2014,10,12,7,0.004,0.008,0.4,0.029,19
2014,10,12,8,0.004,0.013,0.4,0.024,20
2014,10,12,9,0.004,0.012,0.4,0.025,20
2014,10,12,10,0.004,0.014,0.4,0.024,20
2014,10,12,11,0.004,0.013,0.4,0.027,23
2014,10,12,12,0.004,0.012,0.4,0.032,25
2014,10,12,13,0.004,0.01,0.3,0.038,25
2014,10,12,14,0.004,0.008,0.3,0.046,25
2014,10,12,15,0.005,0.008,0.3,0.053,24
2014,10,12,16,0.005,0.01,0.3,0.056,34
2014,10,12,17,0.005,0.015,0.3,0.053,34
2014,10,12,18,0.006,0.045,0.4,0.03,38
2014,10,12,19,0.007,0.065,0.7,0.005,45
2014,10,12,20,0.005,0.049,0.5,0.008,43
2014,10,12,21,0.005,0.055,0.7,0.008,45
2014,10,12,22,0.005,0.054,0.8,0.003,53
2014,10,12,23,0.005,0.051,0.7,0.003,44
2014,10,12,24,0.005,0.049,0.6,0.003,42
2014,10,13,1,0.005,0.046,0.7,0.003,40
2014,10,13,2,0.004,0.04,0.5,0.006,41
2014,10,13,3,0.004,0.013,0.3,0.028,37
2014,10,13,4,0.003,0.005,0.3,0.04,30
2014,10,13,5,0.003,0.006,0.3,0.041,28
2014,10,13,6,0.003,0.008,0.3,0.04,22
2014,10,13,7,0.003,0.013,0.3,0.035,21
2014,10,13,8,0.003,0.012,0.3,0.03,21
2014,10,13,9,0.003,0.011,0.3,0.024,28
2014,10,13,10,0.003,0.008,0.3,0.024,16
2014,10,13,11,0.003,0.006,0.3,0.028,37
2014,10,13,12,0.003,0.006,0.3,0.031,47
2014,10,13,13,0.003,0.006,0.3,0.033,33
2014,10,13,14,0.003,0.006,0.3,0.033,18
2014,10,13,15,0.003,0.008,0.3,0.032,18
2014,10,13,16,0.003,0.007,0.3,0.032,20
2014,10,13,17,0.003,0.007,0.3,0.03,16
2014,10,13,18,0.003,0.008,0.3,0.029,16
2014,10,13,19,0.003,0.009,0.3,0.029,15
2014,10,13,20,0.003,0.011,0.3,0.028,18
2014,10,13,21,0.002,0.012,0.3,0.027,20
2014,10,13,22,0.003,0.01,0.3,0.028,20
2014,10,13,23,0.003,0.012,0.3,0.026,24
2014,10,13,24,0.003,0.012,0.3,0.024,21
2014,10,14,1,0.002,0.008,0.2,0.028,17
2014,10,14,2,0.004,0.006,0.3,0.03,19
2014,10,14,3,0.004,0.005,0.3,0.029,19
2014,10,14,4,0.004,0.008,0.2,0.025,18
2014,10,14,5,0.004,0.009,0.2,0.023,16
2014,10,14,6,0.004,0.018,0.2,0.016,20
2014,10,14,7,0.004,0.031,0.3,0.005,21
2014,10,14,8,0.005,0.033,0.3,0.004,19
2014,10,14,9,0.005,0.029,0.4,0.006,28
2014,10,14,10,0.004,0.02,0.4,0.015,32
2014,10,14,11,0.004,0.012,0.4,0.025,27
2014,10,14,12,0.003,0.011,0.3,0.027,20
2014,10,14,13,0.004,0.01,0.3,0.031,21
2014,10,14,14,0.004,0.014,0.3,0.031,33
2014,10,14,15,0.004,0.018,0.3,0.03,24
2014,10,14,16,0.004,0.023,0.3,0.029,30
2014,10,14,17,0.004,0.023,0.3,0.038,37
2014,10,14,18,0.004,0.023,0.3,0.036,41
2014,10,14,19,0.004,0.029,0.4,0.026,32
2014,10,14,20,0.004,0.033,0.5,0.015,30
2014,10,14,21,0.004,0.034,0.5,0.012,29
2014,10,14,22,0.005,0.037,0.5,0.01,32
2014,10,14,23,0.004,0.045,0.6,0.003,33
2014,10,14,24,0.005,0.046,0.6,0.003,44
2014,10,15,1,0.005,0.042,0.5,0.003,40
2014,10,15,2,0.004,0.039,0.5,0.003,39
2014,10,15,3,0.004,0.036,0.4,0.002,32
2014,10,15,4,0.003,0.034,0.5,0.002,34
2014,10,15,5,0.003,0.032,0.4,0.003,31
2014,10,15,6,0.003,0.03,0.4,0.004,29
2014,10,15,7,0.004,0.031,0.4,0.003,27
2014,10,15,8,0.004,0.032,0.5,0.003,33
2014,10,15,9,0.004,0.03,0.6,0.004,34
2014,10,15,10,0.004,0.033,0.6,0.006,42
2014,10,15,11,0.005,0.039,0.6,0.008,52
2014,10,15,12,0.004,0.035,0.5,0.018,54
2014,10,15,13,0.004,0.03,0.5,0.029,41
2014,10,15,14,0.004,0.026,0.4,0.039,45
2014,10,15,15,0.005,0.023,0.4,0.047,53
2014,10,15,16,0.004,0.025,0.4,0.044,41
2014,10,15,17,0.005,0.03,0.3,0.041,40
