년,월,일,시,SO2,NO2,CO,O3,PM10
2014,1,1,1,0.01,0.037,1,0.005,179
2014,1,1,2,0.009,0.037,1,0.005,179
2014,1,1,3,0.008,0.037,1.1,0.004,181
2014,1,1,4,0.006,0.038,1.2,0.004,167
2014,1,1,5,0.006,0.039,1.2,0.004,149
2014,1,1,6,0.006,0.039,1.2,0.003,142
2014,1,1,7,0.007,0.04,1.1,0.003,131
2014,1,1,8,0.007,0.042,1.2,0.003,125
2014,1,1,9,0.006,0.041,1,0.004,112
2014,1,1,10,0.008,0.043,1.1,0.004,108
2014,1,1,11,0.006,0.033,0.7,0.011,109
2014,1,1,12,0.006,0.024,0.5,0.019,105
2014,1,1,13,0.007,0.018,0.4,0.024,107
2014,1,1,14,0.007,0.017,0.4,0.024,108
2014,1,1,15,0.007,0.018,0.4,0.024,108
2014,1,1,16,0.007,0.019,0.4,0.025,93
2014,1,1,17,0.007,0.021,0.5,0.025,128
2014,1,1,18,0.006,0.024,0.5,0.022,136
2014,1,1,19,0.005,0.028,0.6,0.018,138
2014,1,1,20,0.005,0.031,0.6,0.014,123
2014,1,1,21,0.006,0.032,0.6,0.012,131
2014,1,1,22,0.007,0.031,0.6,0.012,141
2014,1,1,23,0.008,0.032,0.7,0.01,136
2014,1,1,24,0.009,0.023,0.7,0.015,121
2014,1,2,1,0.008,0.017,0.6,0.019,92
2014,1,2,2,0.007,0.018,0.7,0.017,81
2014,1,2,3,0.006,0.017,0.7,0.018,82
2014,1,2,4,0.005,0.019,0.7,0.015,79
2014,1,2,5,0.005,0.029,0.8,0.007,72
2014,1,2,6,0.005,0.033,0.8,0.005,68
2014,1,2,7,0.005,0.03,0.7,0.006,64
2014,1,2,8,0.005,0.03,0.6,0.006,70
2014,1,2,9,0.005,0.033,0.6,0.006,61
2014,1,2,10,0.006,0.032,0.6,0.009,42
2014,1,2,11,0.005,0.032,0.5,0.012,43
2014,1,2,12,0.005,0.033,0.5,0.013,43
2014,1,2,13,0.004,0.029,0.4,0.017,38
2014,1,2,14,0.004,0.031,0.4,0.017,32
2014,1,2,15,0.004,0.031,0.4,0.016,33
2014,1,2,16,0.004,0.031,0.4,0.016,31
2014,1,2,17,0.004,0.034,0.4,0.013,31
2014,1,2,18,0.004,0.039,0.4,0.007,40
2014,1,2,19,0.005,0.045,0.6,0.004,35
2014,1,2,20,0.006,0.051,0.9,0.004,52
2014,1,2,21,0.007,0.055,1,0.003,57
2014,1,2,22,0.007,0.057,1.2,0.004,71
2014,1,2,23,0.008,0.059,1.3,0.004,71
2014,1,2,24,0.007,0.057,1.3,0.004,69
2014,1,3,1,0.006,0.05,1.2,0.004,59
2014,1,3,2,0.005,0.046,1,0.004,48
2014,1,3,3,0.004,0.042,0.9,0.004,39
2014,1,3,4,0.004,0.042,1,0.004,53
2014,1,3,5,0.005,0.041,1,0.004,53
2014,1,3,6,0.004,0.04,1,0.004,51
2014,1,3,7,0.005,0.042,0.8,0.003,48
2014,1,3,8,0.004,0.039,0.8,0.003,44
2014,1,3,9,0.005,0.041,0.9,0.004,47
2014,1,3,10,0.006,0.046,1,0.004,55
2014,1,3,11,0.006,0.046,1,0.004,66
2014,1,3,12,0.007,0.046,0.9,0.005,73
2014,1,3,13,0.007,0.05,1,0.005,75
2014,1,3,15,0.008,0.047,0.9,0.005,82
2014,1,3,16,0.006,0.043,0.7,0.006,74
2014,1,3,17,0.005,0.035,0.6,0.008,60
2014,1,3,18,0.005,0.037,0.7,0.005,62
2014,1,3,19,0.004,0.038,0.7,0.004,66
2014,1,3,20,0.005,0.039,0.8,0.004,78
2014,1,3,21,0.005,0.035,0.7,0.005,90
2014,1,3,22,0.004,0.034,0.7,0.005,82
2014,1,3,23,0.004,0.035,0.8,0.005,79
2014,1,3,24,0.004,0.029,0.6,0.01,68
2014,1,4,1,0.004,0.027,0.6,0.011,62
2014,1,4,2,0.004,0.019,0.5,0.02,53
2014,1,4,3,0.003,0.019,0.5,0.018,48
2014,1,4,4,0.003,0.021,0.5,0.015,45
2014,1,4,5,0.003,0.021,0.5,0.014,42
2014,1,4,6,0.003,0.024,0.5,0.009,38
2014,1,4,7,0.003,0.03,0.6,0.004,43
2014,1,4,8,0.004,0.032,0.7,0.004,48
2014,1,4,9,0.004,0.034,0.8,0.005,51
2014,1,4,10,0.005,0.036,0.8,0.005,54
2014,1,4,11,0.005,0.035,0.8,0.007,67
2014,1,4,12,0.005,0.031,0.7,0.013,60
2014,1,4,13,0.005,0.032,0.7,0.014,52
2014,1,4,14,0.005,0.035,0.7,0.013,66
2014,1,4,15,0.005,0.036,0.7,0.014,70
2014,1,4,16,0.005,0.037,0.7,0.013,60
2014,1,4,17,0.004,0.036,0.6,0.01,63
2014,1,4,18,0.003,0.031,0.5,0.011,51
2014,1,4,19,0.003,0.032,0.6,0.008,41
2014,1,4,20,0.003,0.036,0.7,0.005,41
2014,1,4,21,0.003,0.037,0.7,0.004,46
2014,1,4,22,0.003,0.037,0.7,0.004,50
2014,1,4,23,0.003,0.038,0.7,0.004,45
2014,1,4,24,0.003,0.037,0.8,0.005,47
2014,1,5,1,0.003,0.037,0.9,0.005,48
2014,1,5,2,0.004,0.038,1,0.004,47
2014,1,5,3,0.004,0.036,0.9,0.004,47
2014,1,5,4,0.004,0.035,0.9,0.004,48
2014,1,5,5,0.004,0.034,1,0.004,50
2014,1,5,6,0.004,0.035,1.1,0.004,42
2014,1,5,7,0.004,0.034,1,0.004,47
2014,1,5,8,0.004,0.035,1.1,0.004,53
2014,1,5,9,0.005,0.036,1.2,0.004,62
2014,1,5,10,0.005,0.036,1.1,0.005,56
2014,1,5,11,0.005,0.036,1,0.006,62
2014,1,5,12,0.005,0.039,1,0.007,63
2014,1,5,13,0.006,0.041,1,0.009,64
2014,1,5,14,0.006,0.042,0.9,0.009,56
2014,1,5,15,0.005,0.038,0.7,0.011,48
2014,1,5,16,0.005,0.033,0.6,0.014,50
2014,1,5,17,0.004,0.03,0.5,0.015,48
2014,1,5,18,0.004,0.025,0.5,0.017,40
2014,1,5,19,0.004,0.028,0.5,0.014,40
2014,1,5,20,0.004,0.027,0.6,0.014,41
2014,1,5,21,0.004,0.033,0.6,0.008,36
2014,1,5,22,0.004,0.037,0.7,0.006,45
2014,1,5,23,0.004,0.041,0.8,0.004,43
2014,1,5,24,0.005,0.041,0.8,0.004,38
2014,1,6,1,0.005,0.039,0.8,0.003,45
2014,1,6,2,0.004,0.038,0.9,0.004,47
2014,1,6,3,0.004,0.035,0.9,0.004,43
2014,1,6,4,0.004,0.033,0.8,0.003,49
2014,1,6,5,0.004,0.033,0.9,0.004,48
2014,1,6,6,0.004,0.032,0.8,0.004,45
2014,1,6,7,0.004,0.034,0.9,0.004,50
2014,1,6,8,0.005,0.036,1,0.004,60
2014,1,6,9,0.005,0.038,0.9,0.004,60
2014,1,6,10,0.005,0.035,0.8,0.005,55
2014,1,6,11,0.006,0.037,0.9,0.006,68
2014,1,6,12,0.006,0.035,0.7,0.009,68
2014,1,6,13,0.007,0.04,0.8,0.01,64
2014,1,6,14,0.009,0.032,0.6,0.023,65
2014,1,6,15,0.009,0.032,0.6,0.023,51
2014,1,6,16,0.009,0.032,0.6,0.022,70
2014,1,6,17,0.008,0.04,0.7,0.01,71
2014,1,6,18,0.008,0.046,0.8,0.004,80
2014,1,6,19,0.009,0.051,1,0.004,82
2014,1,6,20,0.008,0.055,1.1,0.004,84
2014,1,6,23,0.008,0.052,1.2,0.004,90
2014,1,6,24,0.008,0.054,1.3,0.004,85
2014,1,7,1,0.007,0.051,1.2,0.004,82
2014,1,7,2,0.007,0.043,0.9,0.003,70
2014,1,7,3,0.006,0.042,0.9,0.004,74
2014,1,7,4,0.006,0.041,1,0.004,88
2014,1,7,5,0.006,0.039,1,0.003,78
2014,1,7,6,0.005,0.037,0.9,0.003,73
2014,1,7,7,0.006,0.038,0.8,0.003,72
2014,1,7,8,0.006,0.039,0.8,0.003,77
2014,1,7,9,0.007,0.039,0.8,0.004,88
2014,1,7,10,0.007,0.039,0.9,0.005,88
2014,1,7,11,0.007,0.044,1,0.005,92
2014,1,7,12,0.009,0.05,1.2,0.004,98
2014,1,7,13,0.01,0.059,1.3,0.004,105
2014,1,7,14,0.01,0.059,1.2,0.004,124
2014,1,7,15,0.01,0.056,1,0.004,106
2014,1,7,16,0.008,0.048,0.7,0.007,82
2014,1,7,17,0.009,0.052,0.8,0.005,81
2014,1,7,18,0.009,0.058,1,0.004,96
2014,1,7,19,0.01,0.06,1.2,0.004,133
2014,1,7,20,0.009,0.057,1,0.004,121
2014,1,7,21,0.009,0.056,1.1,0.004,111
2014,1,7,22,0.009,0.055,1.1,0.004,124
2014,1,7,23,0.009,0.058,1.3,0.004,116
2014,1,7,24,0.009,0.061,1.4,0.004,118
2014,1,8,1,0.008,0.055,1.3,0.004,105
2014,1,8,2,0.007,0.051,1.2,0.004,122
2014,1,8,3,0.007,0.049,1.1,0.003,112
2014,1,8,4,0.007,0.049,1,0.004,97
2014,1,8,5,0.007,0.048,1,0.003,97
2014,1,8,6,0.007,0.049,1.1,0.004,107
2014,1,8,7,0.007,0.051,1.3,0.004,110
2014,1,8,8,0.006,0.049,1.1,0.003,98
2014,1,8,9,0.006,0.045,1,0.004,91
2014,1,8,10,0.006,0.039,0.9,0.006,106
2014,1,8,11,0.006,0.033,0.9,0.01,111
2014,1,8,12,0.007,0.026,0.8,0.016,105
2014,1,8,13,0.008,0.02,0.8,0.02,94
2014,1,8,14,0.007,0.025,0.9,0.017,102
2014,1,8,15,0.007,0.022,0.9,0.018,109
2014,1,8,16,0.006,0.021,0.7,0.021,106
2014,1,8,17,0.005,0.02,0.4,0.021,60
2014,1,8,18,0.004,0.019,0.3,0.02,42
2014,1,8,19,0.004,0.02,0.3,0.019,34
2014,1,8,20,0.004,0.017,0.3,0.02,31
2014,1,8,21,0.004,0.017,0.3,0.02,44
2014,1,8,22,0.003,0.014,0.3,0.023,42
2014,1,8,23,0.003,0.014,0.3,0.022,36
2014,1,8,24,0.003,0.015,0.3,0.021,31
2014,1,9,1,0.003,0.014,0.3,0.023,24
2014,1,9,2,0.004,0.012,0.3,0.025,25
2014,1,9,3,0.003,0.012,0.3,0.026,20
2014,1,9,4,0.004,0.011,0.3,0.027,22
2014,1,9,5,0.003,0.011,0.3,0.026,21
2014,1,9,6,0.003,0.014,0.3,0.023,21
2014,1,9,7,0.004,0.018,0.3,0.019,19
2014,1,9,8,0.004,0.021,0.3,0.017,19
2014,1,9,9,0.004,0.025,0.3,0.013,21
2014,1,9,10,0.004,0.022,0.3,0.018,20
2014,1,9,11,0.005,0.024,0.4,0.017,29
2014,1,9,12,0.004,0.022,0.3,0.02,28
2014,1,9,13,0.004,0.019,0.3,0.022,29
2014,1,9,14,0.003,0.016,0.3,0.026,32
2014,1,9,15,0.003,0.012,0.3,0.029,32
2014,1,9,16,0.003,0.013,0.3,0.028,36
2014,1,9,17,0.002,0.012,0.2,0.029,47
2014,1,9,18,0.002,0.014,0.2,0.027,36
2014,1,9,19,0.002,0.015,0.2,0.027,23
2014,1,9,20,0.002,0.014,0.3,0.027,18
2014,1,9,21,0.003,0.015,0.3,0.026,23
2014,1,9,22,0.003,0.016,0.3,0.024,21
2014,1,9,23,0.004,0.016,0.3,0.024,19
2014,1,9,24,0.004,0.016,0.3,0.024,21
2014,1,10,1,0.005,0.02,0.4,0.019,19
2014,1,10,2,0.003,0.02,0.3,0.018,19
2014,1,10,3,0.003,0.031,0.5,0.004,24
2014,1,10,4,0.003,0.029,0.5,0.007,26
2014,1,10,5,0.003,0.031,0.6,0.005,29
2014,1,10,6,0.003,0.03,0.5,0.006,25
2014,1,10,7,0.004,0.034,0.6,0.003,28
2014,1,10,8,0.004,0.036,0.7,0.003,27
2014,1,10,9,0.004,0.037,0.7,0.004,36
2014,1,10,10,0.005,0.04,0.7,0.005,29
2014,1,10,11,0.006,0.04,0.7,0.006,38
2014,1,10,12,0.006,0.039,0.6,0.008,57
2014,1,10,13,0.006,0.036,0.6,0.012,54
2014,1,10,14,0.006,0.035,0.6,0.013,65
2014,1,10,15,0.007,0.036,0.7,0.013,53
2014,1,10,16,0.007,0.038,0.7,0.01,52
2014,1,10,17,0.006,0.04,0.7,0.007,60
2014,1,10,18,0.006,0.04,0.7,0.006,49
2014,1,10,19,0.006,0.041,0.7,0.005,50
2014,1,10,20,0.006,0.041,0.7,0.004,43
2014,1,10,21,0.006,0.044,0.8,0.004,53
2014,1,10,22,0.006,0.044,0.8,0.004,58
2014,1,10,23,0.007,0.046,0.9,0.003,57
2014,1,10,24,0.006,0.047,1,0.004,57
2014,1,11,1,0.006,0.05,1.3,0.004,64
2014,1,11,2,0.005,0.048,1.3,0.004,64
2014,1,11,3,0.005,0.047,1.3,0.004,64
2014,1,11,4,0.004,0.044,1.2,0.004,64
2014,1,11,5,0.004,0.043,1.2,0.003,76
2014,1,11,6,0.004,0.042,1.2,0.004,70
2014,1,11,7,0.004,0.043,1.1,0.004,69
2014,1,11,8,0.004,0.041,1,0.003,60
2014,1,11,9,0.005,0.043,1,0.003,61
2014,1,11,10,0.005,0.043,1,0.004,61
2014,1,11,11,0.006,0.047,1.1,0.005,70
2014,1,11,12,0.006,0.047,1,0.007,76
2014,1,11,13,0.005,0.043,0.8,0.009,60
2014,1,11,14,0.005,0.043,0.7,0.01,51
2014,1,11,15,0.004,0.032,0.5,0.017,39
2014,1,11,16,0.003,0.032,0.4,0.016,31
2014,1,11,17,0.004,0.033,0.5,0.014,27
2014,1,11,18,0.006,0.048,0.7,0.005,57
2014,1,11,19,0.008,0.05,0.8,0.004,64
2014,1,11,20,0.007,0.049,0.7,0.004,56
2014,1,11,21,0.006,0.046,0.7,0.004,55
2014,1,11,22,0.006,0.046,0.7,0.004,62
2014,1,11,23,0.008,0.046,0.7,0.004,57
2014,1,11,24,0.009,0.045,0.8,0.004,59
2014,1,12,1,0.008,0.046,0.9,0.004,53
2014,1,12,2,0.006,0.047,1,0.003,52
2014,1,12,3,0.006,0.047,1,0.004,53
2014,1,12,4,0.006,0.046,1.2,0.004,46
2014,1,12,5,0.005,0.044,1.2,0.004,56
2014,1,12,6,0.004,0.043,1.3,0.004,73
2014,1,12,7,0.005,0.043,1.3,0.004,72
2014,1,12,8,0.006,0.045,1.3,0.003,74
2014,1,12,9,0.007,0.05,1.5,0.004,81
2014,1,12,10,0.008,0.051,1.7,0.004,77
2014,1,12,11,0.007,0.049,1.4,0.004,88
2014,1,12,12,0.007,0.035,1,0.011,94
2014,1,12,13,0.01,0.028,1,0.017,123
2014,1,12,14,0.011,0.02,0.9,0.023,119
2014,1,12,15,0.009,0.016,0.7,0.027,115
2014,1,12,16,0.006,0.015,0.4,0.029,70
2014,1,12,17,0.003,0.012,0.3,0.03,54
2014,1,12,18,0.002,0.014,0.2,0.028,46
2014,1,12,19,0.002,0.014,0.3,0.026,42
2014,1,12,20,0.002,0.015,0.3,0.025,49
2014,1,12,21,0.002,0.013,0.3,0.025,46
2014,1,12,22,0.002,0.018,0.4,0.02,48
2014,1,12,23,0.002,0.018,0.4,0.021,36
2014,1,12,24,0.002,0.014,0.3,0.024,40
2014,1,13,1,0.002,0.012,0.3,0.026,33
2014,1,13,2,0.003,0.011,0.3,0.028,28
2014,1,13,3,0.003,0.014,0.4,0.025,27
2014,1,13,4,0.003,0.013,0.4,0.026,27
2014,1,13,5,0.003,0.014,0.4,0.024,27
2014,1,13,6,0.003,0.019,0.4,0.017,25
2014,1,13,7,0.003,0.028,0.4,0.009,31
2014,1,13,8,0.003,0.03,0.4,0.009,26
2014,1,13,9,0.003,0.033,0.5,0.008,32
2014,1,13,10,0.004,0.034,0.5,0.011,24
2014,1,13,11,0.004,0.037,0.6,0.01,34
2014,1,13,12,0.004,0.037,0.6,0.011,32
2014,1,13,13,0.004,0.034,0.5,0.014,42
2014,1,13,14,0.004,0.023,0.3,0.022,29
2014,1,13,15,0.003,0.02,0.3,0.025,25
2014,1,13,16,0.003,0.015,0.3,0.029,24
2014,1,13,17,0.003,0.016,0.3,0.028,21
2014,1,13,18,0.004,0.023,0.4,0.021,33
2014,1,13,19,0.004,0.026,0.4,0.015,31
2014,1,13,20,0.004,0.026,0.4,0.016,30
2014,1,13,21,0.004,0.023,0.4,0.019,28
2014,1,13,22,0.004,0.025,0.5,0.016,35
2014,1,13,23,0.004,0.024,0.4,0.019,27
2014,1,13,24,0.004,0.03,0.5,0.013,25
2014,1,14,1,0.005,0.04,0.8,0.004,41
2014,1,14,2,0.005,0.039,0.7,0.004,40
2014,1,14,3,0.005,0.036,0.6,0.004,41
2014,1,14,4,0.004,0.031,0.6,0.006,41
2014,1,14,5,0.005,0.031,0.6,0.006,42
2014,1,14,6,0.005,0.032,0.6,0.004,43
2014,1,14,7,0.005,0.036,0.7,0.004,50
2014,1,14,8,0.006,0.037,0.8,0.004,62
2014,1,14,9,0.006,0.039,0.9,0.004,68
2014,1,14,10,0.007,0.039,0.8,0.007,57
2014,1,14,11,0.007,0.037,0.7,0.009,55
2014,1,14,12,0.007,0.039,0.7,0.01,53
2014,1,14,13,0.006,0.036,0.6,0.016,37
2014,1,14,15,0.006,0.04,0.7,0.012,41
2014,1,14,16,0.005,0.035,0.5,0.017,36
2014,1,14,17,0.006,0.037,0.5,0.013,41
2014,1,14,18,0.006,0.035,0.5,0.012,47
2014,1,14,19,0.005,0.031,0.5,0.014,42
2014,1,14,20,0.006,0.029,0.5,0.014,43
2014,1,14,21,0.006,0.032,0.6,0.011,41
2014,1,14,22,0.006,0.036,0.7,0.009,49
2014,1,14,23,0.006,0.035,0.7,0.011,55
2014,1,14,24,0.006,0.033,0.7,0.012,59
2014,1,15,1,0.005,0.04,0.8,0.005,50
2014,1,15,2,0.004,0.04,0.9,0.004,53
2014,1,15,3,0.004,0.037,0.8,0.004,51
2014,1,15,4,0.004,0.037,0.8,0.004,52
2014,1,15,5,0.004,0.036,0.9,0.004,53
2014,1,15,6,0.004,0.035,1.1,0.004,71
2014,1,15,7,0.005,0.04,1,0.004,68
2014,1,15,8,0.005,0.044,1.2,0.005,80
2014,1,15,9,0.005,0.044,1.2,0.004,78
2014,1,15,10,0.006,0.043,1.1,0.005,67
2014,1,15,11,0.006,0.04,0.9,0.009,86
2014,1,15,12,0.006,0.042,0.9,0.009,80
2014,1,15,13,0.005,0.039,0.7,0.013,63
2014,1,15,14,0.006,0.041,0.7,0.012,47
2014,1,15,15,0.006,0.03,0.6,0.021,54
2014,1,15,16,0.006,0.029,0.6,0.021,64
2014,1,15,17,0.007,0.021,0.6,0.027,61
2014,1,15,18,0.006,0.027,0.7,0.021,73
2014,1,15,19,0.006,0.041,0.8,0.008,84
2014,1,15,20,0.006,0.04,0.7,0.007,65
2014,1,15,21,0.007,0.041,0.7,0.008,67
2014,1,15,22,0.007,0.044,0.8,0.007,73
2014,1,15,23,0.006,0.045,0.8,0.005,59
2014,1,15,24,0.006,0.051,1.1,0.004,73
2014,1,16,1,0.006,0.048,1.1,0.004,75
2014,1,16,2,0.004,0.048,1.1,0.004,76
2014,1,16,3,0.004,0.044,1.1,0.004,72
2014,1,16,4,0.004,0.042,0.9,0.003,70
2014,1,16,5,0.004,0.039,0.8,0.003,76
2014,1,16,6,0.004,0.04,0.8,0.003,70
2014,1,16,7,0.005,0.041,0.8,0.003,68
2014,1,16,8,0.005,0.044,0.9,0.003,66
2014,1,16,9,0.006,0.049,1.1,0.004,73
2014,1,16,10,0.007,0.052,1.2,0.004,79
2014,1,16,11,0.007,0.044,1,0.005,96
2014,1,16,12,0.007,0.041,0.9,0.006,91
2014,1,16,13,0.008,0.044,0.9,0.006,86
2014,1,16,14,0.008,0.048,1,0.005,96
2014,1,16,15,0.008,0.047,1,0.004,106
2014,1,16,16,0.007,0.045,0.9,0.004,116
2014,1,16,17,0.007,0.043,0.9,0.004,107
2014,1,16,18,0.007,0.046,1,0.004,110
2014,1,16,19,0.006,0.05,1.2,0.004,109
2014,1,16,20,0.006,0.047,1,0.003,114
2014,1,16,21,0.006,0.045,1,0.004,124
2014,1,16,22,0.006,0.042,0.9,0.003,123
2014,1,16,23,0.006,0.044,1,0.003,114
2014,1,16,24,0.006,0.044,1.2,0.004,105
2014,1,17,1,0.005,0.047,1.4,0.004,107
2014,1,17,2,0.005,0.045,1.2,0.004,129
2014,1,17,3,0.005,0.045,1.4,0.004,124
2014,1,17,4,0.004,0.042,1.3,0.004,117
2014,1,17,5,0.004,0.04,1.3,0.004,109
2014,1,17,6,0.005,0.044,1.5,0.004,140
2014,1,17,7,0.006,0.048,1.7,0.004,135
2014,1,17,8,0.005,0.046,1.6,0.004,140
2014,1,17,9,0.005,0.047,1.6,0.004,155
2014,1,17,10,0.006,0.05,1.7,0.004,151
2014,1,17,11,0.006,0.048,1.6,0.004,150
2014,1,17,12,0.006,0.05,1.5,0.005,157
2014,1,17,13,0.008,0.051,1.4,0.006,171
2014,1,17,14,0.008,0.053,1.3,0.007,150
2014,1,17,15,0.008,0.052,1.3,0.007,165
2014,1,17,16,0.008,0.055,1.3,0.006,141
2014,1,17,17,0.008,0.053,1.1,0.005,130
2014,1,17,18,0.008,0.042,0.7,0.011,107
2014,1,17,19,0.007,0.042,0.7,0.008,92
2014,1,17,20,0.006,0.039,0.7,0.009,75
2014,1,17,21,0.006,0.042,0.7,0.006,72
2014,1,17,22,0.006,0.036,0.7,0.011,76
2014,1,17,23,0.005,0.028,0.7,0.017,70
2014,1,17,24,0.005,0.029,0.7,0.015,74
2014,1,18,1,0.005,0.031,0.8,0.013,68
2014,1,18,2,0.006,0.026,0.8,0.017,70
2014,1,18,3,0.006,0.021,0.7,0.022,67
2014,1,18,4,0.007,0.015,0.6,0.028,46
2014,1,18,5,0.006,0.017,0.7,0.026,68
2014,1,18,6,0.006,0.018,0.7,0.024,68
2014,1,18,7,0.006,0.029,0.7,0.013,53
2014,1,18,8,0.006,0.041,0.9,0.004,63
2014,1,18,9,0.007,0.041,0.9,0.006,66
2014,1,18,10,0.006,0.036,0.7,0.011,57
2014,1,18,20,0.005,0.022,0.5,0.02,66
2014,1,18,21,0.005,0.02,0.5,0.022,69
2014,1,18,22,0.005,0.018,0.4,0.023,67
2014,1,18,23,0.005,0.022,0.6,0.018,75
2014,1,18,24,0.005,0.023,0.6,0.017,65
2014,1,19,1,0.005,0.021,0.6,0.018,59
2014,1,19,2,0.004,0.018,0.5,0.021,51
2014,1,19,3,0.004,0.022,0.5,0.016,48
2014,1,19,4,0.004,0.025,0.6,0.011,44
2014,1,19,5,0.004,0.024,0.7,0.011,39
2014,1,19,6,0.004,0.031,0.8,0.004,61
2014,1,19,7,0.004,0.033,0.8,0.004,63
2014,1,19,8,0.004,0.032,0.8,0.003,61
2014,1,19,9,0.004,0.032,0.7,0.005,58
2014,1,19,10,0.005,0.033,0.8,0.006,55
2014,1,19,11,0.007,0.039,1,0.007,66
2014,1,19,12,0.007,0.036,0.8,0.011,67
2014,1,19,13,0.006,0.03,0.5,0.019,50
2014,1,19,14,0.006,0.029,0.5,0.018,54
2014,1,19,15,0.006,0.031,0.5,0.017,53
2014,1,19,16,0.006,0.034,0.5,0.013,50
2014,1,19,17,0.006,0.035,0.5,0.012,46
2014,1,19,18,0.007,0.036,0.6,0.011,57
2014,1,19,19,0.008,0.038,0.6,0.009,53
2014,1,19,20,0.008,0.034,0.6,0.01,46
2014,1,19,21,0.008,0.041,0.7,0.004,39
2014,1,19,22,0.008,0.044,0.8,0.004,60
2014,1,19,23,0.008,0.045,0.9,0.004,65
2014,1,19,24,0.007,0.041,0.7,0.005,64
2014,1,20,1,0.006,0.032,0.6,0.009,42
2014,1,20,2,0.004,0.034,0.6,0.005,49
2014,1,20,3,0.003,0.031,0.6,0.006,49
2014,1,20,4,0.003,0.026,0.6,0.009,50
2014,1,20,5,0.003,0.025,0.6,0.01,43
2014,1,20,6,0.003,0.028,0.6,0.006,47
2014,1,20,7,0.003,0.028,0.6,0.007,60
2014,1,20,8,0.003,0.028,0.6,0.006,48
2014,1,20,9,0.003,0.031,0.6,0.005,43
2014,1,20,10,0.003,0.033,0.6,0.005,48
2014,1,20,11,0.003,0.034,0.7,0.005,52
2014,1,20,12,0.004,0.039,0.8,0.004,57
2014,1,20,13,0.005,0.042,1,0.005,67
2014,1,20,14,0.005,0.044,1,0.005,83
2014,1,20,15,0.005,0.046,1.1,0.003,109
2014,1,20,16,0.005,0.048,1,0.004,93
2014,1,20,17,0.005,0.048,1.1,0.004,85
2014,1,20,18,0.005,0.043,1,0.005,74
2014,1,20,19,0.005,0.028,0.9,0.014,91
2014,1,20,20,0.004,0.018,0.6,0.019,91
2014,1,20,21,0.003,0.019,0.6,0.018,72
2014,1,20,22,0.002,0.019,0.6,0.02,77
2014,1,20,23,0.001,0.019,0.5,0.018,83
2014,1,20,24,0.001,0.021,0.6,0.017,77
2014,1,21,1,0.001,0.017,0.6,0.022,80
2014,1,21,2,0.003,0.015,0.7,0.025,104
2014,1,21,3,0.005,0.012,0.6,0.026,82
2014,1,21,4,0.005,0.012,0.6,0.026,90
2014,1,21,5,0.005,0.013,0.6,0.025,88
2014,1,21,6,0.005,0.013,0.6,0.024,81
2014,1,21,7,0.005,0.017,0.6,0.02,82
2014,1,21,8,0.005,0.023,0.6,0.013,85
2014,1,21,9,0.007,0.023,0.7,0.014,100
2014,1,21,10,0.007,0.02,0.7,0.018,98
2014,1,21,11,0.008,0.022,0.7,0.017,93
2014,1,21,12,0.009,0.023,0.8,0.016,96
2014,1,21,13,0.01,0.025,0.8,0.016,102
2014,1,21,14,0.009,0.024,0.9,0.018,113
2014,1,21,15,0.01,0.027,0.9,0.017,114
2014,1,21,16,0.009,0.031,1,0.014,117
2014,1,21,17,0.009,0.033,1,0.012,127
2014,1,21,18,0.008,0.037,1,0.007,137
2014,1,21,19,0.008,0.04,1.1,0.005,131
2014,1,21,20,0.008,0.04,1.1,0.006,137
2014,1,21,22,0.008,0.041,1.1,0.007,159
2014,1,21,23,0.009,0.035,1,0.015,138
2014,1,21,24,0.008,0.039,1.1,0.012,131
2014,1,22,1,0.008,0.04,1.1,0.009,138
2014,1,22,2,0.006,0.039,1.1,0.01,135
2014,1,22,3,0.004,0.04,1.2,0.005,131
2014,1,22,4,0.004,0.039,1.2,0.004,135
2014,1,22,5,0.004,0.037,1.2,0.004,152
2014,1,22,6,0.004,0.038,1.2,0.004,145
2014,1,22,7,0.005,0.039,1.2,0.004,157
2014,1,22,8,0.005,0.039,1.3,0.004,166
2014,1,22,9,0.005,0.042,1.5,0.004,162
2014,1,22,10,0.007,0.046,1.7,0.006,152
2014,1,22,11,0.008,0.05,1.7,0.007,168
2014,1,22,12,0.01,0.055,1.6,0.008,163
2014,1,22,13,0.01,0.058,1.6,0.008,146
2014,1,22,14,0.009,0.05,1.2,0.009,117
2014,1,22,15,0.007,0.044,1,0.011,96
2014,1,22,16,0.007,0.031,0.7,0.021,57
2014,1,22,17,0.007,0.026,0.6,0.023,48
2014,1,22,18,0.006,0.035,0.7,0.014,51
2014,1,22,19,0.006,0.038,0.7,0.008,45
2014,1,22,20,0.005,0.04,0.7,0.005,48
2014,1,22,21,0.005,0.044,0.8,0.004,44
2014,1,22,22,0.005,0.043,0.7,0.005,42
2014,1,22,23,0.006,0.046,1,0.004,56
2014,1,22,24,0.006,0.05,1.3,0.004,61
2014,1,23,1,0.005,0.047,1.1,0.004,60
2014,1,23,2,0.005,0.042,0.9,0.003,54
2014,1,23,3,0.004,0.042,1,0.004,56
2014,1,23,4,0.004,0.04,0.9,0.004,51
2014,1,23,5,0.004,0.04,1,0.004,63
2014,1,23,6,0.003,0.039,1,0.003,64
2014,1,23,7,0.004,0.042,0.9,0.003,63
