사용월,버스노선번호,버스노선명,버스정류장명,승차인원,하차인원,작업일자
201512,9714,9714번(교하운정~서울역),디지털미디어시티역,1763,209,20160308
201512,9714,9714번(교하운정~서울역),교하차고지,189,8,20160308
201512,9714,9714번(교하운정~서울역),교하차고지,0,151,20160308
201512,9714,9714번(교하운정~서울역),마두역(중),743,496,20160308
201512,9714,9714번(교하운정~서울역),중앙공원,1,1504,20160308
201512,9714,9714번(교하운정~서울역),중앙공원,1115,9,20160308
201512,9714,9714번(교하운정~서울역),우리은행앞,51,4042,20160308
201512,9714,9714번(교하운정~서울역),트리플메디컬타운,4359,46,20160308
201512,9714,9714번(교하운정~서울역),청석마을8단지,5,1182,20160308
201512,9714,9714번(교하운정~서울역),청석마을,3089,16,20160308
201512,9714,9714번(교하운정~서울역),숭례문,1786,1099,20160308
201512,9714,9714번(교하운정~서울역),행신초등학교(중),1053,359,20160308
201512,9714,9714번(교하운정~서울역),알미공원(중),319,267,20160308
201512,9714,9714번(교하운정~서울역),주엽역(중),475,363,20160308
201512,9714,9714번(교하운정~서울역),주엽역(중),854,475,20160308
201512,9714,9714번(교하운정~서울역),일산동구청(중),860,1325,20160308
201512,9714,9714번(교하운정~서울역),일산동구청(중),1028,798,20160308
201512,9714,9714번(교하운정~서울역),고양경찰서,540,554,20160308
201512,9714,9714번(교하운정~서울역),고양경찰서(중),535,454,20160308
201512,9714,9714번(교하운정~서울역),행신동(중),663,277,20160308
201512,9714,9714번(교하운정~서울역),행신동(중),377,687,20160308
201512,9714,9714번(교하운정~서울역),서정마을(중),308,108,20160308
201512,9714,9714번(교하운정~서울역),서정마을(중),134,503,20160308
201512,9714,9714번(교하운정~서울역),문촌마을(중),227,271,20160308
201512,9714,9714번(교하운정~서울역),문촌마을(중),131,306,20160308
201512,9714,9714번(교하운정~서울역),강선마을(중),416,585,20160308
201512,9714,9714번(교하운정~서울역),강선마을(중),331,543,20160308
201512,9714,9714번(교하운정~서울역),마두역(중),860,972,20160308
201512,9714,9714번(교하운정~서울역),백석역(중),433,687,20160308
201512,9714,9714번(교하운정~서울역),행신초등학교(중),459,759,20160308
201512,9714,9714번(교하운정~서울역),소만마을,519,123,20160308
201512,9714,9714번(교하운정~서울역),소만마을,184,544,20160308
201512,9714,9714번(교하운정~서울역),연세대앞,2787,90,20160308
201512,9714,9714번(교하운정~서울역),연세대앞,139,1995,20160308
201512,9714,9714번(교하운정~서울역),디지털미디어시티역,290,1788,20160308
201512,9714,9714번(교하운정~서울역),서대문경찰서,479,184,20160308
201512,9714,9714번(교하운정~서울역),대화역,2679,1049,20160308
201512,9714,9714번(교하운정~서울역),대화역,716,2965,20160308
201512,9714,9714번(교하운정~서울역),책향기마을,1701,14,20160308
201512,9714,9714번(교하운정~서울역),책향기마을,8,2895,20160308
201512,9714,9714번(교하운정~서울역),광화문광화문빌딩,2076,2931,20160308
201512,9714,9714번(교하운정~서울역),신한은행본점,1519,1481,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",역촌역역촌오거리,1308,435,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",응암3동주민센터,313,668,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",신사초등학교,1810,1138,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",상신초등학교,918,1193,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",신사동고개.은평지역자활센터,1030,1207,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",서울기독대학교입구,1266,995,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",응암시장,1103,794,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",신진자동차고등학교,2471,781,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산동사거리,177,1327,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",시립서북병원세현교회앞,1210,1710,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",홍연2교두산아파트앞,1103,150,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",응암초등학교,188,1059,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",하나은행역촌동지점,478,332,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",충북슈퍼앞,618,164,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",역촌상가앞,791,365,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",시립서북병원세현교회앞,1131,1369,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산동사거리,292,432,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",선일여고입구,3,2221,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",갈현동미미아파트,6,877,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",한솔아파트입구선정중학교후문,169,679,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",한솔아파트입구선정중학교후문,778,375,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",갈현동미미아파트,529,44,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",선일여고입구,1558,19,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",선진운수종점,3413,15,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",서대문구청서대문보건소,1188,1795,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",서부경찰서,590,383,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",응암초등학교,918,324,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",홍연2교현대교통종점,289,683,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지대입구.서울무용센터,255,735,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지대입구.신원지벤스타,619,328,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",서대문문화체육회관입구,1689,506,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",연희지하차도,448,623,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지중고등학교,1477,474,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지중고등학교,313,1286,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지전문대.충암중고등학교,1929,493,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",명지전문대.충암중고등학교,552,3080,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",은평문화예술정보학교,335,559,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",은평문화예술정보학교,815,1025,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",선진운수종점,12,1956,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",응암오거리,2368,1043,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산동주민센터.구산치안센터,296,691,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산동주민센터.구산치안센터,622,504,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산중학교.구산교회,592,1055,20160308
201512,8774,"8774번(통학,선진운수종점~서대문구청)",구산중학교.구산교회,820,957,20160308
201512,8541,8541번(호압사~강남역),관악구청,342,396,20160308
201512,8541,8541번(호압사~강남역),서울여상.서울문영여중고앞,0,93,20160308
201512,8541,8541번(호압사~강남역),서울대학교,12,225,20160308
201512,8541,8541번(호압사~강남역),서울대학교치과병원.동물병원,0,52,20160308
201512,8541,8541번(호압사~강남역),사당역9번출구앞,2,151,20160308
201512,8541,8541번(호압사~강남역),방배경찰서앞,12,87,20160308
201512,8541,8541번(호압사~강남역),사당동우체국앞,11,40,20160308
201512,8541,8541번(호압사~강남역),총신대입구역.남성시장입구앞,69,40,20160308
201512,8541,8541번(호압사~강남역),경문고교.배나무골앞,33,33,20160308
201512,8541,8541번(호압사~강남역),정금마을앞,27,24,20160308
201512,8541,8541번(호압사~강남역),갯마을앞,22,25,20160308
201512,8541,8541번(호압사~강남역),정금마을,68,44,20160308
201512,8541,8541번(호압사~강남역),경문고등학교,194,55,20160308
201512,8541,8541번(호압사~강남역),총신대입구역.남성시장입구앞,143,84,20160308
201512,8541,8541번(호압사~강남역),이수역,94,77,20160308
201512,8541,8541번(호압사~강남역),구반포역,33,19,20160308
201512,8541,8541번(호압사~강남역),신반포역,33,2,20160308
201512,8541,8541번(호압사~강남역),신반포역,21,250,20160308
201512,8541,8541번(호압사~강남역),구반포역.심산문화센터,362,357,20160308
201512,8541,8541번(호압사~강남역),고속터미널,203,39,20160308
201512,8541,8541번(호압사~강남역),고속터미널,289,500,20160308
201512,8541,8541번(호압사~강남역),사평역,14,266,20160308
201512,8541,8541번(호압사~강남역),사평역,4,8,20160308
201512,8541,8541번(호압사~강남역),신논현역.구교보타워사거리,207,14,20160308
201512,8541,8541번(호압사~강남역),행운동주민센터,1,120,20160308
201512,8541,8541번(호압사~강남역),낙성대입구,1,67,20160308
201512,8541,8541번(호압사~강남역),예술인마을,7,52,20160308
201512,8541,8541번(호압사~강남역),사당1동관악시장앞,9,41,20160308
201512,8541,8541번(호압사~강남역),제일약품사옥,68,0,20160308
201512,8541,8541번(호압사~강남역),강남역,90,168,20160308
201512,8541,8541번(호압사~강남역),구립서초어린이도서관,19,212,20160308
201512,8541,8541번(호압사~강남역),서초동우성2차아파트,3,89,20160308
201512,8541,8541번(호압사~강남역),진흥아파트,10,372,20160308
201512,8541,8541번(호압사~강남역),서초동삼호아파트,1,196,20160308
201512,8541,8541번(호압사~강남역),KCC사옥,5,354,20160308
201512,8541,8541번(호압사~강남역),사당역,93,406,20160308
201512,8541,8541번(호압사~강남역),남서울농협남현동지점,87,307,20160308
201512,8541,8541번(호압사~강남역),예술인마을.사당초등학교,76,96,20160308
201512,8541,8541번(호압사~강남역),인헌중고.서울미술고,501,90,20160308
201512,8541,8541번(호압사~강남역),낙성대입구,107,56,20160308
201512,8541,8541번(호압사~강남역),낙성대동,209,120,20160308
201512,8541,8541번(호압사~강남역),봉천사거리,632,660,20160308
201512,8541,8541번(호압사~강남역),관악농협신림지점앞,687,213,20160308
201512,8541,8541번(호압사~강남역),미림고개.고시촌입구,476,170,20160308
201512,8541,8541번(호압사~강남역),미림여고.미림여자정보과학고,679,126,20160308
201512,8541,8541번(호압사~강남역),관악산입구.관악문화관도서관,1,69,20160308
201512,8541,8541번(호압사~강남역),서울산업정보학교.삼성교,120,105,20160308
201512,8541,8541번(호압사~강남역),대학동고시촌입구,352,211,20160308
201512,8541,8541번(호압사~강남역),신우초등학교,339,124,20160308
201512,8541,8541번(호압사~강남역),삼성산성지,113,109,20160308
201512,8541,8541번(호압사~강남역),산장아파트,196,176,20160308
201512,8541,8541번(호압사~강남역),삼성산주공아파트,478,153,20160308
201512,8541,8541번(호압사~강남역),산복터널.관악산휴먼시아2단지,337,319,20160308
201512,8541,8541번(호압사~강남역),벽산아파트1단지.호압사입구,757,225,20160308
201512,8541,8541번(호압사~강남역),이수교,29,95,20160308
201512,8541,8541번(호압사~강남역),서울미술고.인헌중고,7,86,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관공영차고지,0,13,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관공영차고지,29,2,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",구파발역3번출구,8,2743,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",동산동,34,0,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",구파발역2번출구,2912,75,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",은평뉴타운10단지,73,1,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",구파발역입구,2,8,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",은평뉴타운10단지,2,33,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",푸르지오625동앞.관음사입구,14,30,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",입곡삼거리,21,204,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",북한산성입구,2,1997,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",흥국사,3,376,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",백화사,13,209,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",백화사,414,23,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",흥국사,143,8,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",북한산성입구,2228,7,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",삼천리골입구56사단북한산부대,31,42,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관초교입구,14,22,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관중고교약수사입구,13,18,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",롯데캐슬823동앞,91,188,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",래미안909동앞,751,725,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관중고교약수사입구,22,67,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",진관초교관음사입구,22,15,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",푸르지오618동앞.관음사입구,4,13,20160308
201512,8772,"8772번(휴일,구파발~대서문입구)",삼천리골입구56사단북한산부대,147,38,20160308
201512,462,462번(송파차고지~영등포),고속터미널,25582,12642,20160308
201512,462,462번(송파차고지~영등포),고속터미널,15070,20202,20160308
201512,462,462번(송파차고지~영등포),구반포역,4350,4900,20160308
201512,462,462번(송파차고지~영등포),신반포역,4298,3416,20160308
201512,462,462번(송파차고지~영등포),반포역,11247,4796,20160308
201512,462,462번(송파차고지~영등포),반포역,5990,15375,20160308
201512,462,462번(송파차고지~영등포),신반포역,2865,5498,20160308
201512,462,462번(송파차고지~영등포),구반포역.심산문화센터,7549,5730,20160308
201512,462,462번(송파차고지~영등포),노량진수산시장.CTS기독교TV,4020,5270,20160308
201512,462,462번(송파차고지~영등포),현대아파트,5689,3963,20160308
201512,462,462번(송파차고지~영등포),현대아파트.유한양행,2241,3736,20160308
201512,462,462번(송파차고지~영등포),노들역,2308,10079,20160308
201512,462,462번(송파차고지~영등포),신길역1호선,1934,1106,20160308
201512,462,462번(송파차고지~영등포),송파차고지(가상),5956,3907,20160308
201512,462,462번(송파차고지~영등포),동작실버센터입구,693,1185,20160308
201512,462,462번(송파차고지~영등포),신분당선강남역,12676,15051,20160308
201512,462,462번(송파차고지~영등포),지하철2호선강남역,18649,17408,20160308
201512,462,462번(송파차고지~영등포),지하철2호선강남역,25332,12061,20160308
201512,462,462번(송파차고지~영등포),서초포레스타입구,2344,545,20160308
201512,462,462번(송파차고지~영등포),서초포레스타입구,1097,4221,20160308
201512,462,462번(송파차고지~영등포),은곡마을입구.리엔파크2단지,5551,3196,20160308
201512,462,462번(송파차고지~영등포),은행동성당앞,1102,4833,20160308
201512,462,462번(송파차고지~영등포),한국폴리텍대학,1244,1833,20160308
201512,462,462번(송파차고지~영등포),양지근린공원,25,249,20160308
201512,462,462번(송파차고지~영등포),양지근린공원,16,671,20160308
201512,462,462번(송파차고지~영등포),한국폴리텍대학,498,567,20160308
201512,462,462번(송파차고지~영등포),노들역,4215,1221,20160308
201512,462,462번(송파차고지~영등포),노량진수산시장.CTS기독교TV,4657,4864,20160308
201512,462,462번(송파차고지~영등포),노량진역,10774,3652,20160308
201512,462,462번(송파차고지~영등포),노량진역,4430,9129,20160308
201512,462,462번(송파차고지~영등포),대방역,5196,2155,20160308
201512,462,462번(송파차고지~영등포),뱅뱅사거리,5545,6024,20160308
201512,462,462번(송파차고지~영등포),세곡리엔파크1단지,699,3023,20160308
201512,462,462번(송파차고지~영등포),대방역,1094,6429,20160308
201512,462,462번(송파차고지~영등포),민속마을.선경아파트,413,905,20160308
201512,462,462번(송파차고지~영등포),민속마을닭죽촌,1154,440,20160308
201512,462,462번(송파차고지~영등포),내곡동주민센터,900,778,20160308
201512,462,462번(송파차고지~영등포),내곡동주민센터,1431,2968,20160308
201512,462,462번(송파차고지~영등포),복정초등학교,1809,1792,20160308
201512,462,462번(송파차고지~영등포),코트라,10848,9959,20160308
201512,462,462번(송파차고지~영등포),하나로마트.코트라,7254,6234,20160308
201512,462,462번(송파차고지~영등포),을지대학교.생활관,7597,826,20160308
201512,462,462번(송파차고지~영등포),신흥역.종합시장,5945,13247,20160308
201512,462,462번(송파차고지~영등포),대왕초등학교,3691,1352,20160308
201512,462,462번(송파차고지~영등포),남한산성입구.양지파출소,585,2449,20160308
201512,462,462번(송파차고지~영등포),송파차고지,733,407,20160308
201512,462,462번(송파차고지~영등포),송파차고지,6,425,20160308
201512,462,462번(송파차고지~영등포),남한산성입구,5234,2231,20160308
201512,462,462번(송파차고지~영등포),안골.복정고등학교앞,676,1056,20160308
201512,462,462번(송파차고지~영등포),세곡푸르지오,1388,1509,20160308
201512,462,462번(송파차고지~영등포),세곡푸르지오,823,1901,20160308
201512,462,462번(송파차고지~영등포),은곡마을진입로,508,586,20160308
201512,462,462번(송파차고지~영등포),교육개발원입구,7244,7038,20160308
201512,462,462번(송파차고지~영등포),교육개발원입구,4683,4716,20160308
201512,462,462번(송파차고지~영등포),우성아파트,5890,8606,20160308
201512,462,462번(송파차고지~영등포),신분당선강남역,19063,12018,20160308
201512,462,462번(송파차고지~영등포),논현역,13049,9097,20160308
201512,462,462번(송파차고지~영등포),논현역,7875,7768,20160308
201512,462,462번(송파차고지~영등포),양재역,6924,11141,20160308
201512,462,462번(송파차고지~영등포),양재역,13544,8002,20160308
201512,462,462번(송파차고지~영등포),우성아파트,12868,8559,20160308
201512,462,462번(송파차고지~영등포),뱅뱅사거리,6439,5637,20160308
201512,462,462번(송파차고지~영등포),안골.복정고등학교앞,3429,605,20160308
201512,462,462번(송파차고지~영등포),꽃마을,2036,606,20160308
201512,462,462번(송파차고지~영등포),창곡동,496,1503,20160308
201512,462,462번(송파차고지~영등포),명문가든,330,241,20160308
201512,462,462번(송파차고지~영등포),명문가든,94,501,20160308
201512,462,462번(송파차고지~영등포),영등포시장로터리방면,10546,920,20160308
201512,462,462번(송파차고지~영등포),탑성마을,658,667,20160308
201512,462,462번(송파차고지~영등포),탑성마을,192,1379,20160308
201512,462,462번(송파차고지~영등포),안골마을,1838,1352,20160308
201512,462,462번(송파차고지~영등포),안골마을,2113,2167,20160308
201512,462,462번(송파차고지~영등포),서울특별시어린이병원.강동-송파예비군,1497,977,20160308
201512,462,462번(송파차고지~영등포),서울특별시어린이병원.강동-송파예비군,1426,1841,20160308
201512,462,462번(송파차고지~영등포),헌인릉.강남서초예비군훈련장,762,1018,20160308
201512,462,462번(송파차고지~영등포),헌인릉.강남서초예비군훈련장,626,470,20160308
201512,462,462번(송파차고지~영등포),헌인농장,596,297,20160308
201512,462,462번(송파차고지~영등포),헌인마을.서울농업기술센타,592,1258,20160308
201512,462,462번(송파차고지~영등포),헌인마을.서울농업기술센타,1182,972,20160308
201512,462,462번(송파차고지~영등포),은곡마을.LH이편한세상,5016,2536,20160308
201512,462,462번(송파차고지~영등포),세곡동,1785,4483,20160308
201512,462,462번(송파차고지~영등포),광연자동차학원앞,167,620,20160308
201512,462,462번(송파차고지~영등포),광연자동차학원앞,362,945,20160308
201512,462,462번(송파차고지~영등포),삼일자동차학원.강남자동차검사소,1360,2279,20160308
201512,462,462번(송파차고지~영등포),삼일자동차학원.강남자동차검사소,1622,1618,20160308
201512,462,462번(송파차고지~영등포),(구)단대동주민센터,1315,2562,20160308
201512,462,462번(송파차고지~영등포),(구)단대동주민센터,2839,1525,20160308
201512,462,462번(송파차고지~영등포),금광시장,384,2577,20160308
201512,462,462번(송파차고지~영등포),금광시장,2692,652,20160308
201512,462,462번(송파차고지~영등포),남한산성입구역.법원검찰청,5425,5900,20160308
201512,462,462번(송파차고지~영등포),남한산성입구역.법원검찰청,6800,3548,20160308
201512,462,462번(송파차고지~영등포),상원초교.성남중앙병원,1495,8636,20160308
201512,462,462번(송파차고지~영등포),상원초등학교,9239,4031,20160308
201512,462,462번(송파차고지~영등포),은행시장.남한산성시장,10448,1854,20160308
201512,462,462번(송파차고지~영등포),은행시장.남한산성시장,2254,8588,20160308
201512,462,462번(송파차고지~영등포),을지대학교,416,5471,20160308
201512,462,462번(송파차고지~영등포),을지대학교,3870,1163,20160308
201512,462,462번(송파차고지~영등포),시민의숲,2771,5174,20160308
201512,462,462번(송파차고지~영등포),양재2동주민센터.양재꽃시장,10277,11785,20160308
201512,462,462번(송파차고지~영등포),AT센터.양재꽃시장,11954,6651,20160308
201512,462,462번(송파차고지~영등포),언남고교,3775,3613,20160308
201512,462,462번(송파차고지~영등포),흑석역.명수대현대아파트,9618,6420,20160308
201512,462,462번(송파차고지~영등포),비계,5143,2471,20160308
201512,462,462번(송파차고지~영등포),흑석동한강현대아파트,978,1011,20160308
201512,462,462번(송파차고지~영등포),동작역.국립현충원,536,1634,20160308
201512,462,462번(송파차고지~영등포),논현사거리.논현역4번출구,8843,7373,20160308
201512,462,462번(송파차고지~영등포),논현사거리.논현역5번출구,6371,13285,20160308
201512,462,462번(송파차고지~영등포),신길역,2765,515,20160308
201512,462,462번(송파차고지~영등포),경방타임스퀘어.신세계백화점,20932,25123,20160308
201512,462,462번(송파차고지~영등포),신길역,624,4500,20160308
201512,462,462번(송파차고지~영등포),신길새마을금고,2419,5973,20160308
201512,462,462번(송파차고지~영등포),신길새마을금고,7705,2436,20160308
201512,462,462번(송파차고지~영등포),흑석역.명수대현대아파트,4621,5954,20160308
201512,462,462번(송파차고지~영등포),비계,4072,6570,20160308
201512,462,462번(송파차고지~영등포),흑석동한강현대아파트,510,2746,20160308
201512,462,462번(송파차고지~영등포),동작역.국립현충원,2610,1410,20160308
201512,462,462번(송파차고지~영등포),흑석동효사정앞,1113,2147,20160308
201512,462,462번(송파차고지~영등포),흑석동효사정앞,1189,2466,20160308
201512,462,462번(송파차고지~영등포),단대오거리역.(구)종점,4589,9427,20160308
201512,462,462번(송파차고지~영등포),단대오거리역.세이브존,14395,5474,20160308
201512,462,462번(송파차고지~영등포),성남우체국,1514,6729,20160308
201512,462,462번(송파차고지~영등포),성남우체국,5392,2579,20160308
201512,462,462번(송파차고지~영등포),신흥역.종합시장,9922,3559,20160308
201512,462,462번(송파차고지~영등포),구시청.신흥1동주민센터,8506,10051,20160308
201512,462,462번(송파차고지~영등포),구시청.신흥1동주민센터,17231,11102,20160308
201512,462,462번(송파차고지~영등포),중앙시장.농협,8032,14039,20160308
201512,462,462번(송파차고지~영등포),중앙시장,12466,9894,20160308
201512,462,462번(송파차고지~영등포),통계청.태평역,7960,7726,20160308
201512,462,462번(송파차고지~영등포),통계청.태평역,11166,13604,20160308
201512,462,462번(송파차고지~영등포),성남수정경찰서,5239,2988,20160308
201512,462,462번(송파차고지~영등포),수진리고개.태평고개,5249,2932,20160308
201512,462,462번(송파차고지~영등포),수진리고개.태평고개,3290,6595,20160308
201512,462,462번(송파차고지~영등포),가천대역.가천대학교,9326,4362,20160308
201512,462,462번(송파차고지~영등포),가천대역.가천대학교,2607,7281,20160308
201512,462,462번(송파차고지~영등포),복정파출소,3472,3344,20160308
201512,462,462번(송파차고지~영등포),복정파출소,2146,3872,20160308
201512,462,462번(송파차고지~영등포),동서울대학교,3399,3126,20160308
201512,462,462번(송파차고지~영등포),동서울대학교,3298,4525,20160308
201512,462,462번(송파차고지~영등포),장지동,2794,5850,20160308
201512,462,462번(송파차고지~영등포),복정동주민센터,2181,4113,20160308
201512,462,462번(송파차고지~영등포),복정동주민센터,3887,2187,20160308
201512,462,462번(송파차고지~영등포),버스정류장미정의,1,0,20160308
201512,407,407번(송파공영차고지~동대문),한남대교전망카페,237,882,20160308
201512,407,407번(송파공영차고지~동대문),장지역.가든파이브,8559,329,20160308
201512,407,407번(송파공영차고지~동대문),세곡동사거리,421,1795,20160308
201512,407,407번(송파공영차고지~동대문),신분당선강남역,8016,9145,20160308
201512,407,407번(송파공영차고지~동대문),지하철2호선강남역,8939,12326,20160308
201512,407,407번(송파공영차고지~동대문),지하철2호선강남역,13712,8738,20160308
201512,407,407번(송파공영차고지~동대문),서초포레스타입구,2697,388,20160308
201512,407,407번(송파공영차고지~동대문),서초포레스타입구,815,3909,20160308
201512,407,407번(송파공영차고지~동대문),세곡2지구3.4단지,811,846,20160308
201512,407,407번(송파공영차고지~동대문),강남한양수자인아파트,1695,619,20160308
201512,407,407번(송파공영차고지~동대문),강남한양수자인아파트,1145,1040,20160308
201512,407,407번(송파공영차고지~동대문),은곡마을입구.리엔파크2단지,2252,2340,20160308
201512,407,407번(송파공영차고지~동대문),송파공영차고지(가상),3,1731,20160308
201512,407,407번(송파공영차고지~동대문),래미안포레아파트,1299,1747,20160308
201512,407,407번(송파공영차고지~동대문),래미안포레아파트,1779,661,20160308
201512,407,407번(송파공영차고지~동대문),을지로6가.국립중앙의료원,1340,9000,20160308
201512,407,407번(송파공영차고지~동대문),장지역.가든파이브,294,9334,20160308
201512,407,407번(송파공영차고지~동대문),종로6가,5839,2959,20160308
201512,407,407번(송파공영차고지~동대문),송도병원앞,2400,2114,20160308
201512,407,407번(송파공영차고지~동대문),뱅뱅사거리,3027,4007,20160308
201512,407,407번(송파공영차고지~동대문),세곡리엔파크1단지,189,3488,20160308
201512,407,407번(송파공영차고지~동대문),동대문역사문화공원,11890,1973,20160308
201512,407,407번(송파공영차고지~동대문),순천향대학병원.한남오거리,7179,8207,20160308
201512,407,407번(송파공영차고지~동대문),종로5가,5625,6803,20160308
201512,407,407번(송파공영차고지~동대문),내곡동주민센터,326,687,20160308
201512,407,407번(송파공영차고지~동대문),내곡동주민센터,1492,762,20160308
201512,407,407번(송파공영차고지~동대문),복정역환승주차장,1116,1055,20160308
201512,407,407번(송파공영차고지~동대문),코트라,9097,3258,20160308
201512,407,407번(송파공영차고지~동대문),하나로마트.코트라,3008,6217,20160308
201512,407,407번(송파공영차고지~동대문),송파공영차고지(가상),1754,170,20160308
201512,407,407번(송파공영차고지~동대문),약수역10번출구,352,1406,20160308
201512,407,407번(송파공영차고지~동대문),약수역1번출구,1373,2328,20160308
201512,407,407번(송파공영차고지~동대문),대왕초등학교,1369,1342,20160308
201512,407,407번(송파공영차고지~동대문),송파푸르지오시티.한화오벨리스크,1712,644,20160308
201512,407,407번(송파공영차고지~동대문),송파푸르지오시티.한화오벨리스크,510,3280,20160308
201512,407,407번(송파공영차고지~동대문),세곡푸르지오,1758,444,20160308
201512,407,407번(송파공영차고지~동대문),세곡푸르지오,75,1961,20160308
201512,407,407번(송파공영차고지~동대문),은곡마을진입로,481,135,20160308
201512,407,407번(송파공영차고지~동대문),복정역,695,990,20160308
201512,407,407번(송파공영차고지~동대문),교육개발원입구,5469,3618,20160308
201512,407,407번(송파공영차고지~동대문),교육개발원입구,1782,3740,20160308
201512,407,407번(송파공영차고지~동대문),우성아파트,2940,5100,20160308
201512,407,407번(송파공영차고지~동대문),신분당선강남역,9910,8281,20160308
201512,407,407번(송파공영차고지~동대문),논현역,6050,7073,20160308
201512,407,407번(송파공영차고지~동대문),논현역,5904,6191,20160308
201512,407,407번(송파공영차고지~동대문),신사역,4003,6148,20160308
201512,407,407번(송파공영차고지~동대문),신사역.푸른저축은행,6882,6757,20160308
201512,407,407번(송파공영차고지~동대문),양재역,4728,8527,20160308
201512,407,407번(송파공영차고지~동대문),양재역,10094,5982,20160308
201512,407,407번(송파공영차고지~동대문),우성아파트,7344,4902,20160308
201512,407,407번(송파공영차고지~동대문),뱅뱅사거리,4959,3033,20160308
201512,407,407번(송파공영차고지~동대문),세곡문화복지회관,296,247,20160308
201512,407,407번(송파공영차고지~동대문),방죽마을,1586,496,20160308
201512,407,407번(송파공영차고지~동대문),방죽마을,815,1222,20160308
201512,407,407번(송파공영차고지~동대문),장충단로입구,458,1333,20160308
201512,407,407번(송파공영차고지~동대문),방산시장.훈련원종합체육관,1903,5656,20160308
